[Header]
TITLE,H20250619(ISISA HPHT 475C 6GPa 3.5h YBCO7).dat
BYAPP,HeatCapacity,3.9.11,1.7
INFO,17.43,MASS:Sample Mass (mg)
INFO,0.1,MASSERR:Sample Mass Error (mg)
INFO,666.22,MOLWGHT:Formula Weight (g/mole)
INFO,13,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.11 Build 2,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (mJ/mole-K),Samp HC Err (mJ/mole-K),Addenda HC (�J/K),Addenda HC Err (�J/K),Total HC (�J/K),Total HC Err (�J/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (mJ/mole-K/K),Addenda Offset HC (�J/K)
22102860.61,,5905,89.0037,89.1475,0.325,9.3E-6,88.797012,0.87939061,133144.59,795.3,1760.7291,2.544,5244.1284,5.792,0.047905469,68.78959,0.2870584,98.13274,413.96644,2.089,1,,,,7.6877067E-5,134.06922,7884.9093,1499.4265,0
22103370.81,,5905,89.002,89.1429,0.325,9.4E-6,88.821366,0.89644168,132970.18,773,1761.5061,2.541,5240.3423,3.261,0.11999977,67.681944,0.25125544,98.339513,414.44892,1.884,1,,,,7.8004324E-5,137.57918,7889.235,1497.0517,0
22103873.73,,5905,89.0034,89.1387,0.325,9.3E-6,88.816555,0.88682489,132970.8,773.7,1761.3349,2.542,5240.1874,3.372,0.077176676,67.463861,0.25096836,98.335997,414.42515,1.893,1,,,,7.8255461E-5,135.36389,7888.3805,1497.1398,0
22104599.45,,5905,89.9958,90.113,0.325,9.3E-6,89.795258,0.88788053,134523.41,795.4,1797.0739,2.417,5316.5465,5.028,0.051852896,68.851741,0.2793354,98.190697,415.68482,2.05,1,,,,7.7843396E-5,134.92772,8063.1884,1498.1126,0
22105108.63,,5905,90.0023,90.1115,0.325,9.4E-6,89.815708,0.90218625,134540.3,780.7,1797.7507,2.414,5317.6651,3.068,0.13353042,68.086399,0.25725449,98.3149,415.74368,1.892,1,,,,7.8690493E-5,137.70348,8066.8615,1497.9595,0
22105612.16,,5905,90.0001,90.1051,0.325,9.3E-6,89.813701,0.8961201,134368.95,782,1797.6898,2.415,5313.1214,3.442,0.049996682,67.848524,0.25103555,98.350489,416.09794,1.922,1,,,,7.8885699E-5,136.1728,8066.5008,1496.0852,0
22106341.64,,5905,90.9992,91.0841,0.325,9.1E-6,90.795618,0.89613346,136087.41,799,1833.6413,2.249,5394.0322,4.439,0.061362134,69.182022,0.27977611,98.201618,416.97717,2.026,1,,,,7.8593332E-5,135.69705,8243.8443,1498.8324,0
22106853.06,,5905,91.0016,91.0803,0.325,9.3E-6,90.814525,0.91069301,136121.39,789.1,1834.3032,2.246,5395.5829,2.949,0.21723632,68.607423,0.26395514,98.288995,416.99179,1.906,1,,,,7.9243038E-5,138.36404,8247.2779,1498.8945,0
22107359.7,,5905,90.9996,91.0759,0.325,9.4E-6,90.812397,0.90551946,135970.84,789.1,1834.2084,2.246,5391.5494,3.108,0.091624589,68.257469,0.25439293,98.342998,417.30211,1.918,1,,,,7.9569984E-5,137.21485,8246.8914,1497.2718,0
22108088.61,,5905,91.9963,92.0622,0.325,9.4E-6,91.797127,0.90499501,137753.64,804.9,1870.4869,2.058,5474.4704,3.994,0.089550837,69.687031,0.284654,98.188166,418.01287,2.014,1,,,,7.9188796E-5,136.51494,8426.7126,1500.6312,0
22108604,,5905,92.0029,92.0557,0.325,9.1E-6,91.81539,0.9196037,137725.27,797.7,1871.1131,2.054,5474.3545,2.872,0.10183163,68.867669,0.25983884,98.326456,418.15644,1.923,1,,,,8.0079304E-5,139.37406,8430.0659,1500.0238,0
22109158.88,,5905,91.997,92.0516,0.325,9.1E-6,91.811507,0.91330318,137617.56,797.3,1870.966,2.055,5471.3893,2.9,0.072279603,68.760678,0.25981474,98.324397,418.36822,1.925,1,,,,8.016092E-5,137.73534,8429.3528,1498.914,0
22109901.61,,5905,92.9961,93.0403,0.325,9.3E-6,92.798465,0.91387552,139206.87,809.7,1907.6785,1.871,5549.6822,3.478,0.10206593,69.852758,0.28511269,98.194946,419.4572,1.996,1,,,,8.007986E-5,137.52136,8611.555,1500.0989,0
22110417.66,,5905,92.9926,93.0345,0.325,9.4E-6,92.812738,0.92714716,139234.86,808.3,1908.1741,1.869,5550.9103,3.234,0.049946168,69.348803,0.26297041,98.322793,419.46194,1.976,1,,,,8.0633612E-5,139.70552,8614.2043,1500.1698,0
22110932.52,,5905,92.9949,93.03,0.325,9.4E-6,92.81234,0.92263119,139129.8,807,1908.1601,1.869,5548.1476,3.107,0.067205306,69.161106,0.26517551,98.304587,419.68455,1.966,1,,,,8.0818454E-5,138.69761,8614.1305,1499.0442,0
22111672.61,,5905,94.0036,94.0179,0.325,9.1E-6,93.796036,0.92195562,141007.37,816.2,1945.2839,1.718,5634.3932,2.823,0.29295248,70.322046,0.28689132,98.199664,420.09867,1.967,1,,,,8.0755036E-5,138.32221,8797.6963,1503.3404,0
22112193.78,,5905,93.9996,94.0151,0.325,9.4E-6,93.812299,0.93555345,140829.49,813.1,1945.8283,1.716,5630.2838,2.38,0.49993036,69.613711,0.2661128,98.313645,420.55205,1.931,1,,,,8.1475342E-5,140.64409,8800.7474,1501.1836,0
22112707.55,,5905,93.9937,94.0138,0.325,9.4E-6,93.809444,0.92998868,140715.16,814.4,1945.7418,1.716,5627.2061,2.797,0.11268549,69.494244,0.26088824,98.34425,420.78402,1.964,1,,,,8.1559422E-5,139.22742,8800.2118,1500.0106,0
22113451.02,,5905,94.9992,95.0031,0.325,9.1E-6,94.794291,0.92955655,142486.21,824.2,1983.5126,1.623,5711.3122,2.743,0.28194685,70.530338,0.28590815,98.216225,421.38656,1.984,1,,,,8.1605786E-5,138.98849,8985.9576,1503.1096,0
22113974.44,,5905,95.0003,94.9987,0.325,9.4E-6,94.809066,0.94243099,142404.22,823.2,1984.0518,1.622,5709.7063,2.628,0.16681013,70.052207,0.2775759,98.256761,421.62813,1.975,1,,,,8.2124604E-5,141.06068,8988.7591,1502.0105,0
22114493.81,,5905,95.0005,94.9953,0.325,9.3E-6,94.807431,0.93858802,142330.64,823.2,1983.9858,1.622,5707.7153,2.726,0.09525741,69.888661,0.26775191,98.314647,421.77874,1.983,1,,,,8.2266879E-5,140.10441,8988.449,1501.2604,0
22115677.39,,5905,96.0087,95.9869,0.325,9.3E-6,95.812643,0.96250995,144150.59,844.7,2023.0283,1.581,5794.3722,4.497,0.024631157,70.446911,0.26476853,98.35006,422.32424,2.154,1,,,,8.2838381E-5,143.74041,9180.0626,1504.5049,0
22116196.48,,5905,95.9909,95.9899,0.325,9.4E-6,95.804304,0.94844215,144569.98,837.4,2022.7877,1.581,5805.104,3.014,0.18183574,71.239008,0.29464074,98.183026,421.38728,2.032,1,,,,8.2130573E-5,140.89382,9178.4646,1509.0135,0
22116720.48,,5905,96.0066,95.9874,0.325,9.3E-6,95.807538,0.9534808,144305.44,835.2,2022.8732,1.581,5798.2686,2.885,0.085925075,70.700367,0.28417505,98.235124,421.96912,2.021,1,,,,8.2639072E-5,142.47802,9179.0843,1506.2014,0
22117473.81,,5905,97.0057,96.9792,0.325,9.4E-6,96.790209,0.94858483,146306.86,846.1,2061.5833,1.575,5889.3407,2.775,0.48300494,71.653005,0.29880477,98.172056,421.97719,2.038,1,,,,8.2841735E-5,141.40073,9368.3446,1511.5874,0
22118003.16,,5905,96.9973,96.9818,0.325,9.3E-6,96.8065,0.96284475,145220.05,837.3,2062.1573,1.575,5861.481,2.186,1.2325626,70.590605,0.26920567,98.331943,424.38918,1.987,1,,,,8.362894E-5,143.30601,9371.4985,1500.1064,0
22118523.34,,5905,97.0015,96.9729,0.325,9.3E-6,96.797415,0.95431745,145296.56,842.7,2061.8362,1.575,5863.1617,3.23,0.069261059,70.748471,0.28331011,98.248315,424.18415,2.073,1,,,,8.3496938E-5,141.18121,9369.7396,1501.0376,0
22119285.31,,5905,98.0033,97.9768,0.325,9.4E-6,97.787916,0.95517401,146945.78,848,2101.3395,1.588,5945.8128,2.387,0.35009014,71.412064,0.2919921,98.215695,424.94251,2.028,1,,,,8.3895619E-5,141.49694,9562.4766,1502.6988,0
22119811.91,,5905,97.9928,97.9824,0.325,9.3E-6,97.797241,0.9645166,147454.24,853.7,2101.6844,1.588,5959.4602,3.003,0.050728026,71.259824,0.28606036,98.246372,423.88424,2.081,1,,,,8.4258079E-5,142.82413,9564.3004,1507.7546,0
22120335.97,,5905,97.9992,97.9745,0.325,9.4E-6,97.796169,0.96680518,146839.63,854.6,2101.686,1.588,5943.382,3.76,0.027664242,71.397585,0.28507558,98.257965,425.20811,2.142,1,,,,8.386257E-5,142.51965,9564.0907,1501.4865,0
22121094,,5905,98.9992,98.9872,0.325,9.3E-6,98.784391,0.96706032,148588.17,856.9,2141.5934,1.606,6029.0357,2.261,1.2468119,72.124061,0.29955905,98.191891,425.69725,2.043,1,,,,8.4235214E-5,142.79517,9758.3558,1504.1665,0
22121624.59,,5905,98.9969,98.9819,0.325,9.1E-6,98.798016,0.97651964,148619.33,863.9,2142.1151,1.606,6030.3725,3.625,0.044099574,71.486101,0.28509469,98.263663,425.68839,2.157,1,,,,8.4979478E-5,144.24812,9761.048,1504.2744,0
22122152.59,,5905,98.9989,98.9722,0.325,9.4E-6,98.795034,0.97262766,147953.21,856.2,2141.9892,1.606,6012.8192,2.928,0.12970656,71.172098,0.2846012,98.261334,427.1223,2.097,1,,,,8.5104839E-5,142.9722,9760.4588,1497.5774,0
22122903.08,,5905,100.003,99.9859,0.325,9.4E-6,99.781763,0.97004653,150031.11,873.1,2182.5102,1.617,6107.7033,3.822,0.30772958,72.536813,0.32559681,98.051741,426.84502,2.198,1,,,,8.4895569E-5,142.3442,9956.4002,1503.5925,0
22123440.2,,5905,100.006,99.9772,0.325,9.1E-6,99.795422,0.98774465,150182.98,868.3,2183.0348,1.617,6112.2014,2.814,0.097537011,72.343329,0.29739665,98.214847,426.57304,2.115,1,,,,8.5126048E-5,145.07363,9959.1262,1504.9085,0
22123975.39,,5905,99.9975,99.9785,0.325,9.3E-6,99.793024,0.98512973,150324.31,871.8,2182.9692,1.617,6115.8333,3.338,0.14785991,72.411126,0.31431455,98.11482,426.25553,2.159,1,,,,8.5133887E-5,144.68666,9958.6476,1506.3609,0
